Type	Stopped_Time	Activated_Time	Duration(s)	Daylight	
Keyboard	2021-09-10 09:01:19.749536	2021-09-10 09:03:10.172940	110.423404	Morning
Mouse	2021-09-10 09:03:08.304891	2021-09-10 09:03:17.502500	9.197609	Morning
Mouse	2021-09-10 09:03:40.679730	2021-09-10 09:04:32.850218	52.170488	Morning
Mouse	2021-09-10 09:05:20.757307	2021-09-10 09:05:37.371480	16.614173	Morning
Mouse	2021-09-10 09:05:41.975677	2021-09-10 09:07:57.812245	135.836568	Morning
Mouse	2021-09-10 09:08:03.771819	2021-09-10 09:08:15.265227	11.493408	Morning
Mouse	2021-09-10 09:08:35.133094	2021-09-10 09:09:21.857852	46.724758	Morning
Mouse	2021-09-10 09:09:35.943864	2021-09-10 09:09:50.321852	14.377988	Morning
Mouse	2021-09-10 09:10:10.991426	2021-09-10 09:10:20.736912	9.745486	Morning
Mouse	2021-09-10 09:10:27.303858	2021-09-10 09:10:38.417404	11.113546	Morning
Mouse	2021-09-10 09:10:38.475019	2021-09-10 09:11:01.143015	22.667996	Morning
Mouse	2021-09-10 09:11:24.570237	2021-09-10 09:11:40.489130	15.918893	Morning
Mouse	2021-09-10 09:11:47.632237	2021-09-10 09:11:57.237098	9.604861	Morning
Mouse	2021-09-10 09:11:57.490970	2021-09-10 09:12:25.879779	28.388809	Morning
Mouse	2021-09-10 09:12:26.272331	2021-09-10 09:12:35.520918	9.248587	Morning
Keyboard	2021-09-10 09:03:18.821753	2021-09-10 09:13:14.156189	595.334436	Morning
Keyboard	2021-09-10 09:13:14.633650	2021-09-10 09:13:23.100883	8.467233	Morning
Keyboard	2021-09-10 09:13:30.894363	2021-09-10 09:13:36.586719	5.692356	Morning
Keyboard	2021-09-10 09:13:38.777986	2021-09-10 09:13:47.092925	8.314939	Morning
Keyboard	2021-09-10 09:13:53.860026	2021-09-10 09:14:00.529558	6.669532	Morning
Mouse	2021-09-10 09:13:59.256165	2021-09-10 09:14:05.234346	5.978181	Morning
Keyboard	2021-09-10 09:14:13.001434	2021-09-10 09:14:22.833807	9.832373	Morning
Mouse	2021-09-10 09:14:17.101705	2021-09-10 09:14:27.139195	10.03749	Morning
Mouse	2021-09-10 09:14:35.756945	2021-09-10 09:14:41.126721	5.369776	Morning
Mouse	2021-09-10 09:14:54.460828	2021-09-10 09:15:03.956315	9.495487	Morning
Mouse	2021-09-10 09:15:07.131891	2021-09-10 09:18:56.762187	229.630296	Morning
Mouse	2021-09-10 09:19:05.867062	2021-09-10 09:19:11.005417	5.138355	Morning
Mouse	2021-09-10 09:19:19.460915	2021-09-10 09:23:44.247129	264.786214	Morning
Mouse	2021-09-10 09:23:56.709872	2021-09-10 09:24:03.953500	7.243628	Morning
Mouse	2021-09-10 09:25:00.992068	2021-09-10 09:25:17.151191	16.159123	Morning
Mouse	2021-09-10 09:25:25.991442	2021-09-10 09:25:43.443460	17.452018	Morning
Mouse	2021-09-10 09:25:50.943946	2021-09-10 09:26:42.757055	51.813109	Morning
Mouse	2021-09-10 09:27:22.068989	2021-09-10 09:28:08.890843	46.821854	Morning
Mouse	2021-09-10 09:28:22.726858	2021-09-10 09:29:23.926277	61.199419	Morning
Mouse	2021-09-10 09:29:36.850254	2021-09-10 09:37:04.108832	447.258578	Morning
Mouse	2021-09-10 09:37:11.023432	2021-09-10 09:42:15.625300	304.601868	Morning
Keyboard	2021-09-10 09:14:26.431186	2021-09-10 09:42:32.291252	1685.860066	Morning
Mouse	2021-09-10 09:42:53.460768	2021-09-10 09:43:05.721188	12.26042	Morning
Mouse	2021-09-10 09:43:15.992017	2021-09-10 09:43:26.129267	10.13725	Morning
Mouse	2021-09-10 09:43:54.646973	2021-09-10 09:44:05.834734	11.187761	Morning
Mouse	2021-09-10 09:44:24.085521	2021-09-10 09:44:35.324059	11.238538	Morning
Mouse	2021-09-10 09:44:38.148115	2021-09-10 09:45:27.076604	48.928489	Morning
Mouse	2021-09-10 09:45:54.038747	2021-09-10 09:47:04.286370	70.247623	Morning
Mouse	2021-09-10 09:47:07.851570	2021-09-10 09:47:14.421414	6.569844	Morning
Mouse	2021-09-10 09:47:14.710503	2021-09-10 09:47:30.039554	15.329051	Morning
Mouse	2021-09-10 09:47:30.662565	2021-09-10 09:47:37.826168	7.163603	Morning
Mouse	2021-09-10 09:47:45.069841	2021-09-10 09:48:01.589291	16.51945	Morning
Mouse	2021-09-10 09:50:41.835523	2021-09-10 09:51:39.056824	57.221301	Morning
Keyboard	2021-09-10 09:42:33.494272	2021-09-10 09:51:55.377103	561.882831	Morning
Keyboard	2021-09-10 09:51:55.850669	2021-09-10 09:52:04.891240	9.040571	Morning
Mouse	2021-09-10 09:52:06.521943	2021-09-10 09:52:17.479249	10.957306	Morning
Mouse	2021-09-10 09:52:24.678985	2021-09-10 09:52:46.327165	21.64818	Morning
Mouse	2021-09-10 09:53:00.289162	2021-09-10 09:53:05.956068	5.666906	Morning
Mouse	2021-09-10 09:53:17.539265	2021-09-10 09:53:31.590239	14.050974	Morning
Mouse	2021-09-10 09:54:08.600564	2021-09-10 09:54:26.127046	17.526482	Morning
Mouse	2021-09-10 09:54:26.131930	2021-09-10 10:01:50.536172	444.404242	Morning
Mouse	2021-09-10 10:02:01.210302	2021-09-10 10:02:06.644960	5.434658	Morning
Mouse	2021-09-10 10:02:13.632792	2021-09-10 10:02:20.672384	7.039592	Morning
Mouse	2021-09-10 10:02:25.319549	2021-09-10 10:05:39.458415	194.138866	Morning
Mouse	2021-09-10 10:05:41.461203	2021-09-10 10:06:03.800595	22.339392	Morning
Keyboard	2021-09-10 09:52:16.942175	2021-09-10 10:06:10.107854	833.165679	Morning
Mouse	2021-09-10 10:06:14.446396	2021-09-10 10:06:30.528427	16.082031	Morning
Keyboard	2021-09-10 10:06:12.842009	2021-09-10 10:06:33.917810	21.075801	Morning
Mouse	2021-09-10 10:06:32.225532	2021-09-10 10:06:43.092024	10.866492	Morning
Mouse	2021-09-10 10:06:44.569468	2021-09-10 10:07:00.908267	16.338799	Morning
Keyboard	2021-09-10 10:06:38.165582	2021-09-10 10:07:02.901305	24.735723	Morning
Keyboard	2021-09-10 10:07:02.990201	2021-09-10 10:07:08.086518	5.096317	Morning
Keyboard	2021-09-10 10:07:09.275897	2021-09-10 10:08:24.161022	74.885125	Morning
Mouse	2021-09-10 10:07:01.539085	2021-09-10 10:08:39.678541	98.139456	Morning
Keyboard	2021-09-10 10:08:39.112168	2021-09-10 10:08:44.985868	5.8737	Morning
Mouse	2021-09-10 10:08:43.398061	2021-09-10 10:08:49.655442	6.257381	Morning
Mouse	2021-09-10 10:09:00.334444	2021-09-10 10:09:05.548015	5.213571	Morning
Mouse	2021-09-10 10:09:34.757060	2021-09-10 10:09:41.682418	6.925358	Morning
Mouse	2021-09-10 10:09:44.102151	2021-09-10 10:09:49.116489	5.014338	Morning
Mouse	2021-09-10 10:10:12.834687	2021-09-10 10:10:18.642909	5.808222	Morning
Mouse	2021-09-10 10:10:42.366041	2021-09-10 10:10:48.218164	5.852123	Morning
Mouse	2021-09-10 10:10:59.116188	2021-09-10 10:11:05.287679	6.171491	Morning
Keyboard	2021-09-10 10:08:48.211197	2021-09-10 10:11:44.149441	175.938244	Morning
Keyboard	2021-09-10 10:11:44.610348	2021-09-10 10:11:54.576553	9.966205	Morning
Mouse	2021-09-10 10:12:19.898388	2021-09-10 10:12:25.465415	5.567027	Morning
Keyboard	2021-09-10 10:11:55.456638	2021-09-10 10:12:43.075654	47.619016	Morning
Mouse	2021-09-10 10:13:13.788493	2021-09-10 10:13:48.311672	34.523179	Morning
Mouse	2021-09-10 10:13:49.007916	2021-09-10 10:18:56.659857	307.651941	Morning
Mouse	2021-09-10 10:19:08.209895	2021-09-10 10:19:17.872393	9.662498	Morning
Mouse	2021-09-10 10:19:21.975653	2021-09-10 10:19:29.588411	7.612758	Morning
Mouse	2021-09-10 10:19:29.709497	2021-09-10 10:21:09.766178	100.056681	Morning
Keyboard	2021-09-10 10:12:44.125349	2021-09-10 10:21:20.636574	516.511225	Morning
Mouse	2021-09-10 10:21:35.304879	2021-09-10 10:22:02.248468	26.943589	Morning
Keyboard	2021-09-10 10:21:22.622097	2021-09-10 10:22:34.904805	72.282708	Morning
Keyboard	2021-09-10 10:22:49.648979	2021-09-10 10:23:48.967446	59.318467	Morning
Keyboard	2021-09-10 10:23:49.050449	2021-09-10 10:24:09.056982	20.006533	Morning
Mouse	2021-09-10 10:23:56.553877	2021-09-10 10:24:10.802962	14.249085	Morning
Keyboard	2021-09-10 10:24:10.648677	2021-09-10 10:24:23.737681	13.089004	Morning
Keyboard	2021-09-10 10:24:26.030504	2021-09-10 10:25:04.530972	38.500468	Morning
Keyboard	2021-09-10 10:25:05.073903	2021-09-10 10:25:12.582211	7.508308	Morning
Mouse	2021-09-10 10:25:24.944705	2021-09-10 10:25:35.669603	10.724898	Morning
Keyboard	2021-09-10 10:25:16.186473	2021-09-10 10:25:50.176485	33.990012	Morning
Mouse	2021-09-10 10:25:45.101625	2021-09-10 10:25:50.703796	5.602171	Morning
Mouse	2021-09-10 10:28:06.997809	2021-09-10 10:30:18.772581	131.774772	Morning
Mouse	2021-09-10 10:30:32.819529	2021-09-10 10:30:39.437270	6.617741	Morning
Mouse	2021-09-10 10:30:46.413388	2021-09-10 10:31:23.269425	36.856037	Morning
Mouse	2021-09-10 10:31:30.834372	2021-09-10 10:31:42.714469	11.880097	Morning
Mouse	2021-09-10 10:31:53.632716	2021-09-10 10:32:34.535371	40.902655	Morning
Mouse	2021-09-10 10:32:46.990630	2021-09-10 10:33:54.448225	67.457595	Morning
Mouse	2021-09-10 10:34:07.568659	2021-09-10 10:34:16.588541	9.019882	Morning
Mouse	2021-09-10 10:34:18.100212	2021-09-10 10:34:27.197469	9.097257	Morning
Mouse	2021-09-10 10:34:33.304534	2021-09-10 10:34:53.686027	20.381493	Morning
Mouse	2021-09-10 10:34:58.119321	2021-09-10 10:35:04.968488	6.849167	Morning
Mouse	2021-09-10 10:35:08.601068	2021-09-10 10:35:28.512879	19.911811	Morning
Mouse	2021-09-10 10:35:28.632014	2021-09-10 10:35:57.430106	28.798092	Morning
Mouse	2021-09-10 10:35:57.553162	2021-09-10 10:36:04.612265	7.059103	Morning
Mouse	2021-09-10 10:36:11.388199	2021-09-10 10:36:49.456317	38.068118	Morning
Mouse	2021-09-10 10:37:00.866720	2021-09-10 10:37:23.079334	22.212614	Morning
Keyboard	2021-09-10 10:25:57.662336	2021-09-10 10:37:31.356142	693.693806	Morning
Mouse	2021-09-10 10:37:30.147237	2021-09-10 10:37:37.785935	7.638698	Morning
Mouse	2021-09-10 10:37:39.116904	2021-09-10 10:37:48.891668	9.774764	Morning
Keyboard	2021-09-10 10:37:54.393267	2021-09-10 10:39:47.544740	113.151473	Morning
Mouse	2021-09-10 10:39:45.273357	2021-09-10 10:39:51.779778	6.506421	Morning
Mouse	2021-09-10 10:39:57.194498	2021-09-10 10:40:26.044719	28.850221	Morning
Mouse	2021-09-10 10:40:28.179344	2021-09-10 10:40:41.858170	13.678826	Morning
Keyboard	2021-09-10 10:39:51.415542	2021-09-10 10:41:26.850439	95.434897	Morning
Mouse	2021-09-10 10:41:43.741281	2021-09-10 10:41:49.267318	5.526037	Morning
Keyboard	2021-09-10 10:41:36.686683	2021-09-10 10:41:54.054059	17.367376	Morning
Mouse	2021-09-10 10:42:01.147358	2021-09-10 10:42:08.606848	7.45949	Morning
Keyboard	2021-09-10 10:41:56.005110	2021-09-10 10:42:36.515296	40.510186	Morning
Keyboard	2021-09-10 10:42:42.463820	2021-09-10 10:42:49.094095	6.630275	Morning
Mouse	2021-09-10 10:42:34.479635	2021-09-10 10:42:51.706008	17.226373	Morning
Keyboard	2021-09-10 10:42:50.785185	2021-09-10 10:42:59.346887	8.561702	Morning
Mouse	2021-09-10 10:42:56.304493	2021-09-10 10:43:02.610453	6.30596	Morning
Keyboard	2021-09-10 10:43:01.388068	2021-09-10 10:43:12.642857	11.254789	Morning
Keyboard	2021-09-10 10:43:25.348313	2021-09-10 10:43:39.827292	14.478979	Morning
Keyboard	2021-09-10 10:43:41.519689	2021-09-10 10:43:56.150301	14.630612	Morning
Mouse	2021-09-10 10:43:10.069859	2021-09-10 10:44:15.137427	65.067568	Morning
Keyboard	2021-09-10 10:43:59.131264	2021-09-10 10:44:15.717465	16.586201	Morning
Keyboard	2021-09-10 10:44:20.022396	2021-09-10 10:44:25.946167	5.923771	Morning
Keyboard	2021-09-10 10:44:34.029348	2021-09-10 10:45:12.112553	38.083205	Morning
Mouse	2021-09-10 10:44:15.538768	2021-09-10 10:45:19.195003	63.656235	Morning
Mouse	2021-09-10 10:45:21.428959	2021-09-10 10:45:29.786592	8.357633	Morning
Keyboard	2021-09-10 10:45:36.445460	2021-09-10 10:45:42.818454	6.372994	Morning
Keyboard	2021-09-10 10:45:47.181078	2021-09-10 10:46:00.171772	12.990694	Morning
Mouse	2021-09-10 10:45:46.431016	2021-09-10 10:46:02.270946	15.83993	Morning
Mouse	2021-09-10 10:46:14.319806	2021-09-10 10:47:37.830609	83.510803	Morning
Mouse	2021-09-10 10:47:38.037626	2021-09-10 10:54:27.483203	409.445577	Morning
Keyboard	2021-09-10 10:46:11.866837	2021-09-10 10:54:48.154723	516.287886	Morning
Keyboard	2021-09-10 10:54:49.686854	2021-09-10 10:54:58.833727	9.146873	Morning
Keyboard	2021-09-10 10:55:08.924882	2021-09-10 10:55:16.005373	7.080491	Morning
Mouse	2021-09-10 10:55:20.491665	2021-09-10 10:55:27.299367	6.807702	Morning
Mouse	2021-09-10 10:55:27.304250	2021-09-10 10:55:32.470128	5.165878	Morning
Keyboard	2021-09-10 10:55:28.444517	2021-09-10 10:55:33.487302	5.042785	Morning
Keyboard	2021-09-10 10:55:44.445475	2021-09-10 10:55:50.652478	6.207003	Morning
Mouse	2021-09-10 10:55:40.554608	2021-09-10 10:55:51.524156	10.969548	Morning
Keyboard	2021-09-10 10:55:59.386626	2021-09-10 10:56:08.356699	8.970073	Morning
Keyboard	2021-09-10 10:56:09.150200	2021-09-10 10:56:14.746120	5.59592	Morning
Mouse	2021-09-10 10:55:56.803557	2021-09-10 10:56:19.516818	22.713261	Morning
Keyboard	2021-09-10 10:56:15.536304	2021-09-10 10:56:22.139468	6.603164	Morning
Mouse	2021-09-10 10:56:19.522677	2021-09-10 10:56:31.319879	11.797202	Morning
Keyboard	2021-09-10 10:56:25.516611	2021-09-10 10:56:31.370714	5.854103	Morning
Keyboard	2021-09-10 10:56:35.182448	2021-09-10 10:56:41.315980	6.133532	Morning
Mouse	2021-09-10 10:56:32.605184	2021-09-10 10:56:41.870440	9.265256	Morning
Keyboard	2021-09-10 10:56:41.630219	2021-09-10 10:57:04.956031	23.325812	Morning
Mouse	2021-09-10 10:56:42.147796	2021-09-10 10:57:13.431175	31.283379	Morning
Keyboard	2021-09-10 10:57:22.266277	2021-09-10 10:57:29.076396	6.810119	Morning
Keyboard	2021-09-10 10:57:29.777515	2021-09-10 10:57:35.022681	5.245166	Morning
Mouse	2021-09-10 10:57:28.147733	2021-09-10 10:57:36.865329	8.717596	Morning
Keyboard	2021-09-10 10:57:43.723306	2021-09-10 10:57:52.565758	8.842452	Morning
Mouse	2021-09-10 10:58:17.850513	2021-09-10 10:58:27.090481	9.239968	Morning
Keyboard	2021-09-10 10:58:05.616537	2021-09-10 10:58:33.451446	27.834909	Morning
Mouse	2021-09-10 10:58:37.335927	2021-09-10 10:58:49.336533	12.000606	Morning
Keyboard	2021-09-10 10:58:49.018193	2021-09-10 10:58:55.101395	6.083202	Morning
Mouse	2021-09-10 10:59:01.085694	2021-09-10 10:59:09.902852	8.817158	Morning
Keyboard	2021-09-10 10:58:59.426637	2021-09-10 10:59:10.780764	11.354127	Morning
Mouse	2021-09-10 10:59:13.990851	2021-09-10 10:59:28.700186	14.709335	Morning
Keyboard	2021-09-10 10:59:10.864707	2021-09-10 10:59:37.770130	26.905423	Morning
Mouse	2021-09-10 10:59:28.866321	2021-09-10 10:59:47.246112	18.379791	Morning
Keyboard	2021-09-10 10:59:48.065446	2021-09-10 11:00:16.528617	28.463171	Afternoon
Keyboard	2021-09-10 11:00:17.094987	2021-09-10 11:00:24.960696	7.865709	Afternoon
Keyboard	2021-09-10 11:00:59.021323	2021-09-10 11:01:11.621725	12.600402	Afternoon
Mouse	2021-09-10 11:00:57.663036	2021-09-10 11:01:12.567067	14.904031	Afternoon
Keyboard	2021-09-10 11:01:13.324132	2021-09-10 11:01:24.935994	11.611862	Afternoon
Mouse	2021-09-10 11:01:17.307544	2021-09-10 11:01:25.020982	7.713438	Afternoon
Keyboard	2021-09-10 11:01:32.738229	2021-09-10 11:01:40.571722	7.833493	Afternoon
Keyboard	2021-09-10 11:01:48.656155	2021-09-10 11:01:54.566910	5.910755	Afternoon
Mouse	2021-09-10 11:01:57.568672	2021-09-10 11:02:07.344112	9.77544	Afternoon
Keyboard	2021-09-10 11:01:57.656568	2021-09-10 11:02:16.024505	18.367937	Afternoon
Mouse	2021-09-10 11:02:15.414185	2021-09-10 11:02:24.029663	8.615478	Afternoon
Keyboard	2021-09-10 11:02:23.058044	2021-09-10 11:02:28.199319	5.141275	Afternoon
Keyboard	2021-09-10 11:02:33.479779	2021-09-10 11:02:39.047526	5.567747	Afternoon
Mouse	2021-09-10 11:02:37.632481	2021-09-10 11:02:46.168465	8.535984	Afternoon
Keyboard	2021-09-10 11:02:42.859107	2021-09-10 11:02:59.227200	16.368093	Afternoon
Keyboard	2021-09-10 11:03:03.768901	2021-09-10 11:03:10.409273	6.640372	Afternoon
Keyboard	2021-09-10 11:03:12.239455	2021-09-10 11:03:17.646420	5.406965	Afternoon
Keyboard	2021-09-10 11:03:24.400195	2021-09-10 11:03:31.507209	7.107014	Afternoon
Mouse	2021-09-10 11:03:08.835960	2021-09-10 11:03:46.977109	38.141149	Afternoon
Mouse	2021-09-10 11:03:53.522873	2021-09-10 11:04:14.364597	20.841724	Afternoon
Keyboard	2021-09-10 11:04:11.725121	2021-09-10 11:04:17.907383	6.182262	Afternoon
Mouse	2021-09-10 11:04:21.586846	2021-09-10 11:04:28.879383	7.292537	Afternoon
Keyboard	2021-09-10 11:04:28.821772	2021-09-10 11:04:35.025518	6.203746	Afternoon
Mouse	2021-09-10 11:04:37.492467	2021-09-10 11:05:06.190517	28.69805	Afternoon
Mouse	2021-09-10 11:05:08.164024	2021-09-10 11:05:31.125647	22.961623	Afternoon
Mouse	2021-09-10 11:06:05.787490	2021-09-10 11:06:40.549915	34.762425	Afternoon
Mouse	2021-09-10 11:06:43.570275	2021-09-10 11:06:48.621669	5.051394	Afternoon
Mouse	2021-09-10 11:07:08.209522	2021-09-10 11:07:58.011997	49.802475	Afternoon
Mouse	2021-09-10 11:07:59.945468	2021-09-10 11:08:05.778101	5.832633	Afternoon
Keyboard	2021-09-10 11:04:38.615143	2021-09-10 11:08:12.916328	214.301185	Afternoon
Mouse	2021-09-10 11:08:12.021845	2021-09-10 11:08:20.498840	8.476995	Afternoon
Mouse	2021-09-10 11:08:23.007468	2021-09-10 11:08:28.480751	5.473283	Afternoon
Mouse	2021-09-10 11:09:41.054236	2021-09-10 11:10:12.892035	31.837799	Afternoon
Keyboard	2021-09-10 11:08:20.169759	2021-09-10 11:10:22.558411	122.388652	Afternoon
Mouse	2021-09-10 11:10:41.288657	2021-09-10 11:10:56.115109	14.826452	Afternoon
Keyboard	2021-09-10 11:10:28.286560	2021-09-10 11:10:59.569966	31.283406	Afternoon
Mouse	2021-09-10 11:11:09.897430	2021-09-10 11:11:59.748073	49.850643	Afternoon
Keyboard	2021-09-10 11:11:02.609813	2021-09-10 11:12:03.162070	60.552257	Afternoon
Keyboard	2021-09-10 11:12:15.397280	2021-09-10 11:12:43.532679	28.135399	Afternoon
Mouse	2021-09-10 11:12:02.054562	2021-09-10 11:12:48.667684	46.613122	Afternoon
Keyboard	2021-09-10 11:12:43.624434	2021-09-10 11:12:51.140050	7.515616	Afternoon
Mouse	2021-09-10 11:12:50.335135	2021-09-10 11:12:58.765173	8.430038	Afternoon
Keyboard	2021-09-10 11:12:56.689136	2021-09-10 11:13:24.769404	28.080268	Afternoon
Mouse	2021-09-10 11:13:24.367051	2021-09-10 11:13:33.006144	8.639093	Afternoon
Mouse	2021-09-10 11:13:35.069491	2021-09-10 11:13:40.361282	5.291791	Afternoon
Keyboard	2021-09-10 11:13:32.243500	2021-09-10 11:13:41.491084	9.247584	Afternoon
Mouse	2021-09-10 11:13:40.367138	2021-09-10 11:13:46.822318	6.45518	Afternoon
Mouse	2021-09-10 11:13:46.835989	2021-09-10 11:13:55.248273	8.412284	Afternoon
Keyboard	2021-09-10 11:13:59.098168	2021-09-10 11:14:20.070461	20.972293	Afternoon
Mouse	2021-09-10 11:14:15.209444	2021-09-10 11:14:23.515552	8.306108	Afternoon
Mouse	2021-09-10 11:14:37.367207	2021-09-10 11:15:24.733314	47.36513	Afternoon
Mouse	2021-09-10 11:15:29.709572	2021-09-10 11:15:52.909245	23.199673	Afternoon
Keyboard	2021-09-10 11:14:22.416991	2021-09-10 11:15:58.327878	95.910887	Afternoon
Mouse	2021-09-10 11:15:57.507041	2021-09-10 11:16:17.540786	20.033745	Afternoon
Mouse	2021-09-10 11:16:20.007210	2021-09-10 11:16:41.401851	21.394641	Afternoon
Mouse	2021-09-10 11:16:49.163074	2021-09-10 11:17:01.089069	11.925995	Afternoon
Mouse	2021-09-10 11:17:03.804715	2021-09-10 11:17:31.588093	27.783378	Afternoon
Keyboard	2021-09-10 11:16:13.285058	2021-09-10 11:17:32.443505	79.158447	Afternoon
Mouse	2021-09-10 11:17:35.209932	2021-09-10 11:17:43.515063	8.305131	Afternoon
Mouse	2021-09-10 11:17:46.570533	2021-09-10 11:18:12.704602	26.134069	Afternoon
Keyboard	2021-09-10 11:17:43.073702	2021-09-10 11:18:13.085437	30.011735	Afternoon
Mouse	2021-09-10 11:18:14.727911	2021-09-10 11:18:27.469282	12.741371	Afternoon
Mouse	2021-09-10 11:18:27.568885	2021-09-10 11:18:49.114379	21.545494	Afternoon
Mouse	2021-09-10 11:18:50.569381	2021-09-10 11:19:00.794020	10.224639	Afternoon
Keyboard	2021-09-10 11:18:13.118640	2021-09-10 11:19:06.742855	53.624215	Afternoon
Mouse	2021-09-10 11:19:04.694156	2021-09-10 11:19:22.132495	17.438339	Afternoon
Mouse	2021-09-10 11:19:51.225358	2021-09-10 11:20:01.252059	10.026701	Afternoon
Mouse	2021-09-10 11:20:08.851181	2021-09-10 11:20:28.073584	19.222403	Afternoon
Mouse	2021-09-10 11:20:38.178408	2021-09-10 11:20:46.186682	8.008274	Afternoon
Mouse	2021-09-10 11:20:48.069374	2021-09-10 11:21:07.168737	19.099363	Afternoon
Mouse	2021-09-10 11:21:08.256561	2021-09-10 11:21:30.028608	21.772047	Afternoon
Mouse	2021-09-10 11:21:30.041320	2021-09-10 11:22:24.426663	54.385343	Afternoon
Mouse	2021-09-10 11:22:26.710685	2021-09-10 11:23:15.709049	48.998364	Afternoon
Mouse	2021-09-10 11:23:27.381181	2021-09-10 11:24:03.948328	36.567147	Afternoon
Mouse	2021-09-10 11:24:10.916634	2021-09-10 11:25:08.527632	57.610998	Afternoon
Mouse	2021-09-10 11:25:10.132998	2021-09-10 11:26:28.026683	77.893685	Afternoon
Mouse	2021-09-10 11:26:41.616653	2021-09-10 11:26:48.338888	6.722235	Afternoon
Mouse	2021-09-10 11:26:52.523146	2021-09-10 11:27:01.651468	9.128322	Afternoon
Mouse	2021-09-10 11:27:05.992055	2021-09-10 11:27:22.617049	16.624994	Afternoon
Keyboard	2021-09-10 11:19:21.016360	2021-09-10 11:27:25.186271	484.169911	Afternoon
Mouse	2021-09-10 11:27:27.865736	2021-09-10 11:27:34.280365	6.414629	Afternoon
Keyboard	2021-09-10 11:27:33.616346	2021-09-10 11:27:49.399264	15.782918	Afternoon
Mouse	2021-09-10 11:27:54.318871	2021-09-10 11:28:52.546127	58.227256	Afternoon
Keyboard	2021-09-10 11:27:50.044743	2021-09-10 11:29:21.657832	91.613089	Afternoon
Mouse	2021-09-10 11:29:26.586246	2021-09-10 11:29:32.510654	5.924408	Afternoon
Mouse	2021-09-10 11:29:34.523258	2021-09-10 11:29:44.705187	10.181929	Afternoon
Keyboard	2021-09-10 11:29:22.900967	2021-09-10 11:30:01.197473	38.296506	Afternoon
Mouse	2021-09-10 11:30:00.131477	2021-09-10 11:30:05.985908	5.854431	Afternoon
Mouse	2021-09-10 11:30:22.007555	2021-09-10 11:31:55.449818	93.442263	Afternoon
Keyboard	2021-09-10 11:30:04.958630	2021-09-10 11:31:58.519967	113.561337	Afternoon
Keyboard	2021-09-10 11:31:59.331462	2021-09-10 11:32:09.609114	10.277652	Afternoon
Keyboard	2021-09-10 11:32:15.432309	2021-09-10 11:32:56.010499	40.57819	Afternoon
Mouse	2021-09-10 11:32:12.397287	2021-09-10 11:38:20.021030	367.622762	Afternoon
Mouse	2021-09-10 11:38:23.757747	2021-09-10 11:40:17.313854	113.556107	Afternoon
Keyboard	2021-09-10 11:32:56.348413	2021-09-10 11:40:30.596044	454.247631	Afternoon
Mouse	2021-09-10 11:40:26.772050	2021-09-10 11:40:33.573083	6.801033	Afternoon
Mouse	2021-09-10 11:40:34.101419	2021-09-10 11:41:26.253870	52.152451	Afternoon
Keyboard	2021-09-10 11:40:30.720060	2021-09-10 11:41:48.016808	77.296748	Afternoon
Keyboard	2021-09-10 11:41:49.266900	2021-09-10 11:42:07.575043	18.308143	Afternoon
Keyboard	2021-09-10 11:42:07.692747	2021-09-10 11:42:22.031449	14.338702	Afternoon
Keyboard	2021-09-10 11:42:28.331968	2021-09-10 11:42:36.351953	8.019985	Afternoon
Mouse	2021-09-10 11:42:25.881625	2021-09-10 11:42:38.532083	12.650458	Afternoon
Keyboard	2021-09-10 11:42:37.731343	2021-09-10 11:42:54.370339	16.638996	Afternoon
Keyboard	2021-09-10 11:43:00.820887	2021-09-10 11:43:19.543341	18.722454	Afternoon
Mouse	2021-09-10 11:43:17.788867	2021-09-10 11:43:23.438931	5.650064	Afternoon
Keyboard	2021-09-10 11:43:32.079938	2021-09-10 11:43:40.560182	8.480244	Afternoon
Keyboard	2021-09-10 11:43:48.187195	2021-09-10 11:43:54.904376	6.717181	Afternoon
Mouse	2021-09-10 11:44:01.132481	2021-09-10 11:44:58.532112	57.399631	Afternoon
Keyboard	2021-09-10 11:43:55.664792	2021-09-10 11:45:05.888439	70.223647	Afternoon
Mouse	2021-09-10 11:45:03.288953	2021-09-10 11:45:28.100219	24.811266	Afternoon
Mouse	2021-09-10 11:45:47.632867	2021-09-10 12:05:15.669881	1168.037014	Afternoon
Mouse	2021-09-10 12:05:50.804349	2021-09-10 12:06:38.140405	47.336056	Afternoon
Keyboard	2021-09-10 11:45:23.194694	2021-09-10 12:06:54.610017	1291.415323	Afternoon
Mouse	2021-09-10 12:06:58.693741	2021-09-10 12:07:06.417857	7.724116	Afternoon
Mouse	2021-09-10 12:07:11.412655	2021-09-10 12:07:44.485770	33.073115	Afternoon
Mouse	2021-09-10 12:09:26.898123	2021-09-10 12:09:58.338508	31.440385	Afternoon
Mouse	2021-09-10 12:10:01.756250	2021-09-10 12:10:24.152271	22.396021	Afternoon
Mouse	2021-09-10 12:10:30.883292	2021-09-10 12:10:35.917144	5.033852	Afternoon
Keyboard	2021-09-10 12:06:56.187109	2021-09-10 12:10:51.589967	235.402858	Afternoon
Keyboard	2021-09-10 12:10:53.386728	2021-09-10 12:11:10.136632	16.749904	Afternoon
Mouse	2021-09-10 12:11:09.116189	2021-09-10 12:11:17.225046	8.108857	Afternoon
